Run Timestamp,City,Station,Address,Regular,Regular Updated,Midgrade,Midgrade Updated,Premium,Premium Updated,Diesel,Diesel Updated
2026-02-10_14-12-41,Whittier,ARCO,13010 E Lambert Rd,3.85,,4.05,,4.19,,,
2026-02-10_14-12-41,Whittier,ARCO,15306 Whittier Blvd,3.85,,4.05,,4.25,,,
2026-02-10_14-12-41,Whittier,ARCO,12525 Hadley St,3.95,,,,,,,
2026-02-10_14-12-41,Whittier,G&M,12559 Lambert Rd,4.19,,4.39,,4.49,,4.69,
2026-02-10_14-12-41,Whittier,76,13709 E Whittier Blvd,4.49,,4.69,,,,4.69,
2026-02-10_14-12-41,Whittier,Mobil,11253 E Whittier Blvd,4.57,,4.79,,4.89,,,
2026-02-10_14-12-41,Whittier,Chevron,12911 Whittier Blvd,4.69,,4.89,,5.09,,4.79,
2026-02-10_14-12-41,Whittier,Chevron,15735 Leffingwell Rd,4.69,,4.89,,5.09,,4.89,
2026-02-10_14-12-41,Whittier,Chevron,10808 E Beverly Blvd,4.79,,4.99,,5.19,,,
2026-02-10_14-12-41,Whittier,ARCO,14000 E Lambert Rd,,,4.15,,4.15,,,
2026-02-10_14-12-41,Whittier,Chevron,14941 E Whittier Blvd,,,,,5.19,,4.89,
2026-02-10_14-12-41,Santa Fe Springs,ARCO,12606 Rosecrans Ave,3.77,,4.29,,4.59,,,
2026-02-10_14-12-41,Santa Fe Springs,ARCO,10717 Carmenita Rd,3.85,,4.05,,4.25,,,
2026-02-10_14-12-41,Santa Fe Springs,Chevron,11770 E Washington Blvd,4.69,,4.89,,5.09,,4.79,
2026-02-10_14-12-41,Santa Fe Springs,Chevron,13363 Telegraph Rd,4.69,,4.89,,5.09,,4.79,
2026-02-10_14-12-41,Santa Fe Springs,Shell,13352 Imperial Hwy,4.77,,4.97,,5.17,,4.99,
2026-02-10_14-12-41,Santa Fe Springs,Chevron,11426 Telegraph Rd,4.85,,4.05,,5.17,,,
2026-02-10_14-12-41,Santa Fe Springs,Mobil,11405 Florence Ave,4.99,,5.09,,5.27,,4.99,
2026-02-10_14-12-41,Santa Fe Springs,76,E85 Fuel Prices,3.77,,4.05,,4.25,,4.79,
2026-02-10_14-12-41,Santa Fe Springs,REG - C NRG Fleet,E85 Fuel Prices,3.77,,4.05,,4.25,,4.99,
2026-02-10_14-12-41,Santa Fe Springs,US Fleet Services,E85 Fuel Prices,,,,,,,4.79,
2026-02-10_14-12-41,Buena Park,E-Z Gas,6000 Orangethorpe Ave,3.85,,4.05,,4.25,,4.69,
2026-02-10_14-12-41,Buena Park,Speedway Express,7510 Orangethorpe Ave,3.99,,4.19,,4.29,,,
2026-02-10_14-12-41,Buena Park,7-Eleven,8495 Western Ave,4.18,,4.48,,4.54,,4.64,
2026-02-10_14-12-41,Buena Park,76,7760 Crescent Ave,4.34,,4.49,,4.64,,,
2026-02-10_14-12-41,Buena Park,Valero,5231 Beach Blvd,4.39,,4.59,,4.74,,,
2026-02-10_14-12-41,Buena Park,76,5262 Beach Blvd,4.44,,4.64,,4.79,,4.84,
2026-02-10_14-12-41,Buena Park,Chevron,6392 Beach Blvd,4.49,,4.69,,5.09,,4.89,
2026-02-10_14-12-41,Buena Park,Mobil,8510 Knott Ave,4.59,,4.79,,4.99,,4.89,
2026-02-10_14-12-41,Buena Park,Chevron,7250 Artesia Blvd,4.59,,4.77,,,,4.89,
2026-02-10_14-12-41,Buena Park,Chevron,7990 Valley View St,4.59,,4.79,,,,4.79,
2026-02-10_14-12-41,Buena Park,Chevron,6971 Beach Blvd,,,,,4.99,,4.79,
2026-02-10_14-12-41,Buena Park,Chevron,5241 Beach Blvd,,,,,5.17,,,
2026-02-10_14-12-41,Buena Park,Lucky Food and Fuel Inc,"Top 10 Gas Station & Cheap Fuel Prices in Buena Park, CA",,,,,,,4.64,
2026-02-10_14-12-41,Buena Park,76,"Top 10 Gas Station & Cheap Fuel Prices in Buena Park, CA",,,,,,,4.64,
2026-02-10_14-12-41,Norwalk,Cosmic Fuel,16516 Pioneer Blvd,3.79,,,,4.19,,4.59,
2026-02-10_14-12-41,Norwalk,ARCO,13340 E Rosecrans Ave,3.79,,3.99,,4.19,,,
2026-02-10_14-12-41,Norwalk,Costco,12324 Hoxie Ave,3.85,,,,4.19,,,
2026-02-10_14-12-41,Norwalk,ARCO,10602 E Imperial Hwy,3.93,,3.99,,4.33,,5.05,
2026-02-10_14-12-41,Norwalk,7-Eleven,11461 Firestone Blvd,4.05,,4.25,,4.45,,,
2026-02-10_14-12-41,Norwalk,7-Eleven,10962 Alondra Blvd,4.36,,4.66,,4.86,,,
2026-02-10_14-12-41,Norwalk,76,11353 Imperial Hwy,4.44,,4.64,,4.79,,,
2026-02-10_14-12-41,Norwalk,Shell,11821 Rosecrans Ave,4.49,,4.79,,4.99,,4.59,
2026-02-10_14-12-41,Norwalk,Chevron,10951 Imperial Hwy,4.59,,4.79,,4.99,,,
2026-02-10_14-12-41,Norwalk,Chevron,10916 Rosecrans Ave,4.79,,4.99,,5.19,,4.79,
2026-02-10_14-12-41,Norwalk,Chevron,12155 Imperial Hwy,,,5.05,,,,5.09,
2026-02-10_14-12-41,Norwalk,Mobil,"Top 10 Gas Station & Cheap Fuel Prices in Norwalk, CA",,,3.99,,,,4.59,
2026-02-10_14-12-41,Norwalk,Chevron,10641 Firestone Blvd,,,,,,,4.89,
2026-02-10_14-12-41,Norwalk,Chevron,"Top 10 Gas Station & Cheap Fuel Prices in Norwalk, CA",,,,,,,4.59,
2026-02-10_14-12-41,Norwalk,Soniz,"Top 10 Gas Station & Cheap Fuel Prices in Norwalk, CA",,,,,,,4.59,
2026-02-10_14-12-41,Norwalk,Shell,"Top 10 Gas Station & Cheap Fuel Prices in Norwalk, CA",,,,,,,4.59,
2026-02-10_14-12-41,Cerritos,ARCO,12157 Artesia Blvd,4.09,,4.89,,4.99,,,
2026-02-10_14-12-41,Cerritos,ARCO,13363 Artesia Blvd,4.59,,4.89,,4.99,,,
2026-02-10_14-12-41,Cerritos,Chevron,11007 South St,4.69,,4.89,,5.09,,5.09,
2026-02-10_14-12-41,Cerritos,Chevron,13356 South St,4.79,,4.99,,5.09,,4.89,
2026-02-10_14-12-41,Cerritos,Chevron,17255 Bloomfield Ave,4.79,,4.89,,4.99,,4.89,
2026-02-10_14-12-41,Cerritos,Shell,11004 South St,4.85,,5.05,,4.99,,4.89,
2026-02-10_14-12-41,Cerritos,Shell,E85 Fuel Prices,4.09,,4.89,,4.99,,,
2026-02-10_14-12-41,Cerritos,Chevron,E85 Fuel Prices,4.09,,4.89,,4.99,,,
2026-02-10_14-12-41,Fullerton,Sinclair,1101 W Commonwealth Ave,3.68,,3.88,,3.98,,4.29,
2026-02-10_14-12-41,Fullerton,ARCO,2840 E Imperial Hwy,3.79,,3.99,,4.09,,,
2026-02-10_14-12-41,Fullerton,Sinclair,3001 Yorba Linda Blvd,3.79,,3.99,,4.19,,,
2026-02-10_14-12-41,Fullerton,ARCO,1202 E Orangethorpe Ave,3.79,,3.99,,4.09,,,
2026-02-10_14-12-41,Fullerton,ARCO,2351 E Orangethorpe Ave,3.85,,4.05,,4.15,,,
2026-02-10_14-12-41,Fullerton,ARCO,401 N Placentia Ave,3.89,,4.09,,4.29,,,
2026-02-10_14-12-41,Fullerton,Ralphs,1001 N Harbor Blvd,3.89,,4.09,,,,4.49,
2026-02-10_14-12-41,Fullerton,Sam's Club,603 S Placentia Ave,3.93,,,,4.25,,,
2026-02-10_14-12-41,Fullerton,SMP Energy,1133 E Commonwealth Ave,3.95,,4.15,,4.25,,4.79,
2026-02-10_14-12-41,Fullerton,FUEL UP!,1124 E Chapman Ave,3.95,,4.15,,4.25,,4.79,
2026-02-10_14-12-41,Fullerton,7-Eleven,1000 W Orangethorpe Ave,,,4.59,,,,4.59,
2026-02-10_14-12-41,Fullerton,Costco,910 S Harbor Blvd,,,,,4.25,,,
2026-02-10_14-12-41,Fullerton,Mobil,506 N State College Blvd,,,,,,,4.69,
2026-02-10_14-12-41,Fullerton,Chevron,519 S Harbor Blvd,,,,,,,4.75,
2026-02-10_14-12-41,Fullerton,Chevron,944 W Orangethorpe Ave,,,,,,,4.79,
2026-02-10_14-12-41,Fullerton,Chevron,1201 E Orangethorpe Ave,,,,,,,4.79,
2026-02-10_14-12-41,Fullerton,76,100 W Bastanchury Rd,,,,,,,4.79,
2026-02-10_14-12-41,Brea,Gulf,3300 E Imperial Hwy,3.79,,3.99,,4.09,,4.59,
2026-02-10_14-12-41,Brea,Speedway Express,718 S Brea Blvd,3.89,,4.09,,4.19,,,
2026-02-10_14-12-41,Brea,Speedway Express,120 E Imperial Hwy,3.95,,4.15,,4.25,,4.89,
2026-02-10_14-12-41,Brea,76,1200 E Imperial Hwy,3.99,,4.19,,4.39,,4.69,
2026-02-10_14-12-41,Brea,76,1203 W Lambert Rd,4.29,,4.49,,4.69,,4.79,
2026-02-10_14-12-41,Brea,Shell,365 W Central Ave,4.35,,4.55,,4.75,,4.89,
2026-02-10_14-12-41,Brea,Chevron,700 E Imperial Hwy,4.75,,4.95,,5.13,,5.19,
2026-02-10_14-12-41,Brea,76,E85 Fuel Prices,3.79,,3.99,,4.09,,,
2026-02-10_14-12-41,Brea,76,E85 Fuel Prices,3.79,,3.99,,4.09,,4.59,
2026-02-10_14-12-41,Anaheim,G&M,100 N Beach Blvd,3.69,,3.79,,3.89,,4.29,
2026-02-10_14-12-41,Anaheim,ARCO,100 S Beach Blvd,3.69,,3.89,,4.09,,4.39,
2026-02-10_14-12-41,Anaheim,Berri Brothers,2180 W Ball Rd,3.71,,3.91,,4.01,,4.29,
2026-02-10_14-12-41,Anaheim,Thrifty,2811 W Lincoln Ave,3.75,,3.95,,4.15,,,
2026-02-10_14-12-41,Anaheim,Excaliber Fuels,1199 S State College Blvd,3.79,,3.99,,4.09,,4.53,
2026-02-10_14-12-41,Anaheim,OSK Gas,2800 E Lincoln Ave,3.79,,3.99,,,,,
2026-02-10_14-12-41,Anaheim,World,1201 N Harbor Blvd,3.79,,3.99,,4.09,,,
2026-02-10_14-12-41,Anaheim,ARCO,1801 S State College Blvd,3.85,,4.05,,4.15,,4.55,
2026-02-10_14-12-41,Anaheim,ARCO,770 N East St,3.85,,,,4.15,,,
2026-02-10_14-12-41,Anaheim,ARCO,3101 E La Palma Ave,3.87,,,,4.17,,,
2026-02-10_14-12-41,Anaheim,JZ Oil,1037 W Ball Rd,,,3.97,,4.17,,,
2026-02-10_14-12-41,Anaheim,Shell,1198 W Ball Rd,,,3.99,,,,,
2026-02-10_14-12-41,Anaheim,ARCO,1201 S Brookhurst St,,,,,,,4.37,
2026-02-10_14-12-41,Anaheim,G&M,2530 E La Palma Ave,,,,,,,4.39,
2026-02-10_14-12-41,Anaheim,Berri Brothers,260 S Euclid St,,,,,,,4.39,
2026-02-10_14-12-41,Anaheim,76,2790 W Lincoln Ave,,,,,,,4.54,
2026-02-10_14-12-41,Anaheim,Shell,1200 S State College Blvd,,,,,,,4.55,
